,Address
231,"{'latitude': 40.7259046, 'formatted_address': '608 E 9th St, New York, NY 10009, USA', 'longitude': -73.9798119}"
232,"{'latitude': 40.7258766, 'formatted_address': '610 E 9th St, New York, NY 10009, USA', 'longitude': -73.9797699}"
233,"{'latitude': 40.72871, 'formatted_address': '182 Avenue A, New York, NY 10009, USA', 'longitude': -73.981228}"
234,"{'latitude': 40.7258766, 'formatted_address': '610 E 9th St, New York, NY 10009, USA', 'longitude': -73.9797699}"
235,"{'latitude': 40.72871, 'formatted_address': '182 Avenue A, New York, NY 10009, USA', 'longitude': -73.981228}"
236,"{'latitude': 40.7259046, 'formatted_address': '608 E 9th St, New York, NY 10009, USA', 'longitude': -73.9798119}"
237,"{'latitude': 40.7258766, 'formatted_address': '610 E 9th St, New York, NY 10009, USA', 'longitude': -73.9797699}"
238,"{'latitude': 40.72871, 'formatted_address': '182 Avenue A, New York, NY 10009, USA', 'longitude': -73.981228}"
239,"{'latitude': 40.7237071, 'formatted_address': '238 E 7th St, New York, NY 10009, USA', 'longitude': -73.9783636}"
240,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
241,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
242,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
243,"{'latitude': 40.7235492, 'formatted_address': '107 Avenue D, New York, NY 10009, USA', 'longitude': -73.9763145}"
244,"{'latitude': 40.7285814, 'formatted_address': '174 Avenue A, New York, NY 10009, USA', 'longitude': -73.981396}"
245,"{'latitude': 40.7208864, 'formatted_address': '306 E 3rd St, New York, NY 10009, USA', 'longitude': -73.97929820000002}"
246,"{'latitude': 40.7256949, 'formatted_address': '641 E 9th St, New York, NY 10009, USA', 'longitude': -73.9785217}"
247,"{'latitude': 40.7237808, 'formatted_address': '217 E 4th St, New York, NY 10009, USA', 'longitude': -73.98334729999999}"
248,"{'latitude': 40.7205342, 'formatted_address': '158 Stanton St, New York, NY 10002, USA', 'longitude': -73.9849553}"
249,"{'latitude': 40.7215631, 'formatted_address': '29 Loisaida Ave, New York, NY 10009, USA', 'longitude': -73.9809156}"
250,"{'latitude': 40.7205342, 'formatted_address': '158 Stanton St, New York, NY 10002, USA', 'longitude': -73.9849553}"
251,"{'latitude': 40.727929, 'formatted_address': '541 E 11th St, New York, NY 10009, USA', 'longitude': -73.97996599999999}"
252,"{'latitude': 40.7273996, 'formatted_address': '607 E 11th St, New York, NY 10009, USA', 'longitude': -73.9788537}"
253,"{'latitude': 40.7253224, 'formatted_address': '162 E 7th St, New York, NY 10009, USA', 'longitude': -73.9821125}"
254,"{'latitude': 40.725244, 'formatted_address': '420 E 10th St, New York, NY 10009, USA', 'longitude': -73.97662799999999}"
255,"{'latitude': 40.7289787, 'formatted_address': '511 E 12th St, New York, NY 10009, USA', 'longitude': -73.9805997}"
256,"{'latitude': 40.7277153, 'formatted_address': '526 E 11th St, New York, NY 10009, USA', 'longitude': -73.9806952}"
257,"{'latitude': 40.723998, 'formatted_address': '536 E 5th St, New York, NY 10009, USA', 'longitude': -73.98294899999999}"
258,"{'latitude': 40.7210336, 'formatted_address': '6 Clinton St, New York, NY 10002, USA', 'longitude': -73.9838523}"
259,"{'latitude': 40.7293505, 'formatted_address': '538 E 14th St, New York, NY 10009, USA', 'longitude': -73.9787662}"
260,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
261,"{'latitude': 40.7222349, 'formatted_address': '67 Avenue D, New York, NY 10009, USA', 'longitude': -73.9772825}"
262,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
263,"{'latitude': 40.7262937, 'formatted_address': '364 E 10th St, New York, NY 10009, USA', 'longitude': -73.9789921}"
264,"{'latitude': 40.7259898, 'formatted_address': '384 E 10th St, New York, NY 10009, USA', 'longitude': -73.9782115}"
265,"{'latitude': 40.7285208, 'formatted_address': '518 E 12th St, New York, NY 10009, USA', 'longitude': -73.9803926}"
266,"{'latitude': 40.725093, 'formatted_address': '172 E 7th St, New York, NY 10009, USA', 'longitude': -73.9818219}"
267,"{'latitude': 40.7937462, 'formatted_address': '741-753 W 96th St, New York, NY 10025, USA', 'longitude': -73.9692292}"
268,"{'latitude': 40.7160674, 'formatted_address': '410 Grand St, New York, NY 10002, USA', 'longitude': -73.98621539999999}"
269,"{'latitude': 40.7237301, 'formatted_address': '394 E 8th St, New York, NY 10009, USA', 'longitude': -73.9766918}"
270,"{'latitude': 40.7272604, 'formatted_address': '107 St Marks Pl, New York, NY 10009, USA', 'longitude': -73.9840589}"
271,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
272,"{'latitude': 40.725961, 'formatted_address': '627 E 9th St, New York, NY 10009, USA', 'longitude': -73.9790249}"
273,"{'latitude': 40.7253373, 'formatted_address': '319 E 8th St, New York, NY 10009, USA', 'longitude': -73.9795062}"
274,"{'latitude': 40.7181111, 'formatted_address': '87 Attorney St, New York, NY 10002, USA', 'longitude': -73.9846233}"
275,"{'latitude': 40.744295, 'formatted_address': '175 Lexington Ave, New York, NY 10016, USA', 'longitude': -73.98096679999999}"
276,"{'latitude': 40.7235492, 'formatted_address': '107 Avenue D, New York, NY 10009, USA', 'longitude': -73.9763145}"
277,"{'latitude': 40.7216828, 'formatted_address': '184 Forsyth St, New York, NY 10002, USA', 'longitude': -73.9908769}"
278,"{'latitude': 40.6452993, 'formatted_address': '222 E 17th St, Brooklyn, NY 11226, USA', 'longitude': -73.9635807}"
279,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
280,"{'latitude': 40.7260871, 'formatted_address': '374 E 10th St, New York, NY 10009, USA', 'longitude': -73.97862479999999}"
281,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
282,"{'latitude': 40.7195346, 'formatted_address': '129 Rivington St, New York, NY 10002, USA', 'longitude': -73.98697729999999}"
283,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
284,"{'latitude': 40.7235492, 'formatted_address': '107 Avenue D, New York, NY 10009, USA', 'longitude': -73.9763145}"
285,"{'latitude': 40.7285814, 'formatted_address': '174 Avenue A, New York, NY 10009, USA', 'longitude': -73.981396}"
286,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
287,"{'latitude': 40.725961, 'formatted_address': '627 E 9th St, New York, NY 10009, USA', 'longitude': -73.9790249}"
288,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
289,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
290,"{'latitude': 40.7205342, 'formatted_address': '158 Stanton St, New York, NY 10002, USA', 'longitude': -73.9849553}"
291,"{'latitude': 40.7226848, 'formatted_address': '717 E 5th St, New York, NY 10009, USA', 'longitude': -73.9788258}"
292,"{'latitude': 40.7247808, 'formatted_address': '105 Avenue B, New York, NY 10009, USA', 'longitude': -73.9811434}"
293,"{'latitude': 40.7255028, 'formatted_address': '309 E 8th St, New York, NY 10009, USA', 'longitude': -73.9798509}"
294,"{'latitude': 40.7273996, 'formatted_address': '607 E 11th St, New York, NY 10009, USA', 'longitude': -73.9788537}"
295,"{'latitude': 40.7259046, 'formatted_address': '608 E 9th St, New York, NY 10009, USA', 'longitude': -73.9798119}"
296,"{'latitude': 40.7221907, 'formatted_address': '63 Avenue D, New York, NY 10009, USA', 'longitude': -73.9774827}"
297,"{'latitude': 40.7235722, 'formatted_address': '60 Avenue B, New York, NY 10009, USA', 'longitude': -73.98255449999999}"
298,"{'latitude': 40.7250553, 'formatted_address': '178 E 7th St, New York, NY 10009, USA', 'longitude': -73.9816865}"
299,"{'latitude': 40.7219414, 'formatted_address': '186 Orchard St, New York, NY 10002, USA', 'longitude': -73.98801809999999}"
300,"{'latitude': 40.722401, 'formatted_address': '244 E Houston St, New York, NY 10002, USA', 'longitude': -73.985597}"
301,"{'latitude': 40.7242705, 'formatted_address': '520 E 5th St, New York, NY 10009, USA', 'longitude': -73.983492}"
302,"{'latitude': 40.7286011, 'formatted_address': '512 E 12th St, New York, NY 10009, USA', 'longitude': -73.9806526}"
303,"{'latitude': 40.7258766, 'formatted_address': '610 E 9th St, New York, NY 10009, USA', 'longitude': -73.9797699}"
304,"{'latitude': 40.721581, 'formatted_address': '215 E 2nd St, New York, NY 10009, USA', 'longitude': -73.98298299999999}"
305,"{'latitude': 40.730037, 'formatted_address': '220 Avenue A, New York, NY 10009, USA', 'longitude': -73.9803629}"
306,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
307,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
308,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
309,"{'latitude': 40.71388839999999, 'formatted_address': '219 Henry St, New York, NY 10002, USA', 'longitude': -73.9865207}"
310,"{'latitude': 40.7239594, 'formatted_address': '540 E 5th St, New York, NY 10009, USA', 'longitude': -73.9827727}"
311,"{'latitude': 40.723998, 'formatted_address': '536 E 5th St, New York, NY 10009, USA', 'longitude': -73.98294899999999}"
312,"{'latitude': 40.7244964, 'formatted_address': '506 E 5th St, New York, NY 10009, USA', 'longitude': -73.984036}"
313,"{'latitude': 40.7223215, 'formatted_address': '233 E 3rd St, New York, NY 10009, USA', 'longitude': -73.98156809999999}"
314,"{'latitude': 40.73230090000001, 'formatted_address': '332 E 15th St, New York, NY 10003, USA', 'longitude': -73.9832555}"
315,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
316,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
317,"{'latitude': 40.72082049999999, 'formatted_address': '325 E Houston St, New York, NY 10002, USA', 'longitude': -73.9827418}"
318,"{'latitude': 40.7260871, 'formatted_address': '374 E 10th St, New York, NY 10009, USA', 'longitude': -73.97862479999999}"
319,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
320,"{'latitude': 40.7260871, 'formatted_address': '374 E 10th St, New York, NY 10009, USA', 'longitude': -73.97862479999999}"
321,"{'latitude': 40.71388839999999, 'formatted_address': '219 Henry St, New York, NY 10002, USA', 'longitude': -73.9865207}"
322,"{'latitude': 40.730037, 'formatted_address': '220 Avenue A, New York, NY 10009, USA', 'longitude': -73.9803629}"
323,"{'latitude': 40.7247808, 'formatted_address': '105 Avenue B, New York, NY 10009, USA', 'longitude': -73.9811434}"
324,"{'latitude': 40.7256949, 'formatted_address': '641 E 9th St, New York, NY 10009, USA', 'longitude': -73.9785217}"
325,"{'latitude': 40.7226848, 'formatted_address': '717 E 5th St, New York, NY 10009, USA', 'longitude': -73.9788258}"
326,"{'latitude': 40.7215631, 'formatted_address': '29 Loisaida Ave, New York, NY 10009, USA', 'longitude': -73.9809156}"
327,"{'latitude': 40.7218636, 'formatted_address': '14 Avenue B, New York, NY 10009, USA', 'longitude': -73.9837146}"
328,"{'latitude': 40.7252557, 'formatted_address': '67 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9886387}"
329,"{'latitude': 40.7247808, 'formatted_address': '105 Avenue B, New York, NY 10009, USA', 'longitude': -73.9811434}"
330,"{'latitude': 40.7277153, 'formatted_address': '526 E 11th St, New York, NY 10009, USA', 'longitude': -73.9806952}"
331,"{'latitude': 40.725244, 'formatted_address': '420 E 10th St, New York, NY 10009, USA', 'longitude': -73.97662799999999}"
332,"{'latitude': 40.7255028, 'formatted_address': '309 E 8th St, New York, NY 10009, USA', 'longitude': -73.9798509}"
333,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
334,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
335,"{'latitude': 40.72747529999999, 'formatted_address': '605 E 11th St, New York, NY 10009, USA', 'longitude': -73.97891109999999}"
336,"{'latitude': 40.7284083, 'formatted_address': '638 E 14th St, New York, NY 10009, USA', 'longitude': -73.9765061}"
337,"{'latitude': 40.7294791, 'formatted_address': '517 E 13th St, New York, NY 10009, USA', 'longitude': -73.9799109}"
338,"{'latitude': 40.724566, 'formatted_address': '186 E 7th St, New York, NY 10009, USA', 'longitude': -73.98083799999999}"
339,"{'latitude': 40.7207832, 'formatted_address': '274 E 2nd St, New York, NY 10009, USA', 'longitude': -73.97991979999999}"
340,"{'latitude': 40.7233834, 'formatted_address': '255 Lafayette St, New York, NY 10012, USA', 'longitude': -73.99661619999999}"
341,"{'latitude': 40.7437945, 'formatted_address': '247 W 21st St, New York, NY 10011, USA', 'longitude': -73.9983488}"
342,"{'latitude': 40.7305539, 'formatted_address': '426 E 14th St, New York, NY 10009, USA', 'longitude': -73.9813458}"
343,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
344,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
345,"{'latitude': 40.7235492, 'formatted_address': '107 Avenue D, New York, NY 10009, USA', 'longitude': -73.9763145}"
346,"{'latitude': 40.7285814, 'formatted_address': '174 Avenue A, New York, NY 10009, USA', 'longitude': -73.981396}"
347,"{'latitude': 40.7260871, 'formatted_address': '374 E 10th St, New York, NY 10009, USA', 'longitude': -73.97862479999999}"
348,"{'latitude': 40.71388839999999, 'formatted_address': '219 Henry St, New York, NY 10002, USA', 'longitude': -73.9865207}"
349,"{'latitude': 40.7255788, 'formatted_address': '134 E 7th St, New York, NY 10009, USA', 'longitude': -73.9832945}"
350,"{'latitude': 40.7257349, 'formatted_address': '100 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0032496}"
351,"{'latitude': 40.7260871, 'formatted_address': '374 E 10th St, New York, NY 10009, USA', 'longitude': -73.97862479999999}"
352,"{'latitude': 40.725961, 'formatted_address': '627 E 9th St, New York, NY 10009, USA', 'longitude': -73.9790249}"
353,"{'latitude': 40.7216221, 'formatted_address': '31 Loisaida Ave, New York, NY 10009, USA', 'longitude': -73.9808721}"
354,"{'latitude': 40.7233621, 'formatted_address': '234 E 4th St, New York, NY 10009, USA', 'longitude': -73.9831177}"
355,"{'latitude': 40.72323, 'formatted_address': '50 Avenue B, New York, NY 10009, USA', 'longitude': -73.982834}"
356,"{'latitude': 40.71388839999999, 'formatted_address': '219 Henry St, New York, NY 10002, USA', 'longitude': -73.9865207}"
357,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
358,"{'latitude': 40.71388839999999, 'formatted_address': '219 Henry St, New York, NY 10002, USA', 'longitude': -73.9865207}"
359,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
360,"{'latitude': 40.7251245, 'formatted_address': '506 E 6th St, New York, NY 10009, USA', 'longitude': -73.9834907}"
361,"{'latitude': 40.7242705, 'formatted_address': '520 E 5th St, New York, NY 10009, USA', 'longitude': -73.983492}"
362,"{'latitude': 40.720889, 'formatted_address': '166 Norfolk St, New York, NY 10002, USA', 'longitude': -73.9858266}"
363,"{'latitude': 40.7260871, 'formatted_address': '374 E 10th St, New York, NY 10009, USA', 'longitude': -73.97862479999999}"
364,"{'latitude': 40.71388839999999, 'formatted_address': '219 Henry St, New York, NY 10002, USA', 'longitude': -73.9865207}"
365,"{'latitude': 40.7296352, 'formatted_address': '326 E 11th St, New York, NY 10003, USA', 'longitude': -73.9851018}"
366,"{'latitude': 40.728615, 'formatted_address': '426 E 11th St, New York, NY 10009, USA', 'longitude': -73.98277399999999}"
367,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
368,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
369,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
370,"{'latitude': 40.71388839999999, 'formatted_address': '219 Henry St, New York, NY 10002, USA', 'longitude': -73.9865207}"
371,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
372,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
373,"{'latitude': 40.7259898, 'formatted_address': '384 E 10th St, New York, NY 10009, USA', 'longitude': -73.9782115}"
374,"{'latitude': 40.7294791, 'formatted_address': '517 E 13th St, New York, NY 10009, USA', 'longitude': -73.9799109}"
375,"{'latitude': 40.72871, 'formatted_address': '182 Avenue A, New York, NY 10009, USA', 'longitude': -73.981228}"
376,"{'latitude': 40.7296157, 'formatted_address': '209 E 10th St, New York, NY 10003, USA', 'longitude': -73.98606380000001}"
377,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
378,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
379,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
380,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
381,"{'latitude': 40.725961, 'formatted_address': '627 E 9th St, New York, NY 10009, USA', 'longitude': -73.9790249}"
382,"{'latitude': 40.7256949, 'formatted_address': '641 E 9th St, New York, NY 10009, USA', 'longitude': -73.9785217}"
383,"{'latitude': 40.728615, 'formatted_address': '426 E 11th St, New York, NY 10009, USA', 'longitude': -73.98277399999999}"
384,"{'latitude': 40.7296352, 'formatted_address': '326 E 11th St, New York, NY 10003, USA', 'longitude': -73.9851018}"
385,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
386,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
387,"{'latitude': 40.7195346, 'formatted_address': '129 Rivington St, New York, NY 10002, USA', 'longitude': -73.98697729999999}"
388,"{'latitude': 40.7235492, 'formatted_address': '107 Avenue D, New York, NY 10009, USA', 'longitude': -73.9763145}"
389,"{'latitude': 40.7285814, 'formatted_address': '174 Avenue A, New York, NY 10009, USA', 'longitude': -73.981396}"
390,"{'latitude': 40.7395837, 'formatted_address': '105 W 17th St, New York, NY 10011, USA', 'longitude': -73.9958796}"
391,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
392,"{'latitude': 40.7633005, 'formatted_address': '699 10th Ave, New York, NY 10036, USA', 'longitude': -73.99308060000001}"
393,"{'latitude': 40.7307014, 'formatted_address': '329 E 12th St, New York, NY 10003, USA', 'longitude': -73.98445640000001}"
394,"{'latitude': 40.729784, 'formatted_address': '314 E 11th St, New York, NY 10003, USA', 'longitude': -73.98554299999999}"
395,"{'latitude': 40.7198925, 'formatted_address': '138 Orchard St, New York, NY 10002, USA', 'longitude': -73.9890891}"
396,"{'latitude': 40.7216272, 'formatted_address': '174 Ludlow St, New York, NY 10002, USA', 'longitude': -73.9874383}"
397,"{'latitude': 40.719867, 'formatted_address': '136 Orchard St, New York, NY 10002, USA', 'longitude': -73.989181}"
398,"{'latitude': 40.7277278, 'formatted_address': '528 E 11th St, New York, NY 10009, USA', 'longitude': -73.9805116}"
399,"{'latitude': 40.7195346, 'formatted_address': '129 Rivington St, New York, NY 10002, USA', 'longitude': -73.98697729999999}"
400,"{'latitude': 40.7195346, 'formatted_address': '129 Rivington St, New York, NY 10002, USA', 'longitude': -73.98697729999999}"
401,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
402,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
403,"{'latitude': 40.7195346, 'formatted_address': '129 Rivington St, New York, NY 10002, USA', 'longitude': -73.98697729999999}"
404,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
405,"{'latitude': 40.7395837, 'formatted_address': '105 W 17th St, New York, NY 10011, USA', 'longitude': -73.9958796}"
406,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
407,"{'latitude': 40.7633005, 'formatted_address': '699 10th Ave, New York, NY 10036, USA', 'longitude': -73.99308060000001}"
408,"{'latitude': 40.7395837, 'formatted_address': '105 W 17th St, New York, NY 10011, USA', 'longitude': -73.9958796}"
409,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
410,"{'latitude': 40.7633005, 'formatted_address': '699 10th Ave, New York, NY 10036, USA', 'longitude': -73.99308060000001}"
411,"{'latitude': 40.7210779, 'formatted_address': '42 Rivington St, New York, NY 10002, USA', 'longitude': -73.9909687}"
412,"{'latitude': 40.725418, 'formatted_address': '112 E 4th St, New York, NY 10003, USA', 'longitude': -73.98817799999999}"
413,"{'latitude': 40.7201639, 'formatted_address': '115 Pitt St, New York, NY 10002, USA', 'longitude': -73.9821879}"
414,"{'latitude': 40.739315, 'formatted_address': '143 E 23rd St, New York, NY 10010, USA', 'longitude': -73.9842137}"
415,"{'latitude': 40.7107423, 'formatted_address': '80 Rutgers Slip, New York, NY 10002, USA', 'longitude': -73.9901193}"
416,"{'latitude': 40.731505, 'formatted_address': '85 4th Ave, New York, NY 10003, USA', 'longitude': -73.9899313}"
417,"{'latitude': 40.7366225, 'formatted_address': '362 2nd Ave, New York, NY 10010, USA', 'longitude': -73.9815203}"
418,"{'latitude': 40.736665, 'formatted_address': '92 5th Ave, New York, NY 10011, USA', 'longitude': -73.993656}"
419,"{'latitude': 40.7292224, 'formatted_address': '10 Downing St, New York, NY 10014, USA', 'longitude': -74.0027905}"
420,"{'latitude': 40.7610849, 'formatted_address': '510 Main St, New York, NY 10044, USA', 'longitude': -73.9503592}"
421,"{'latitude': 40.7693591, 'formatted_address': '400 W 59th St, New York, NY 10019, USA', 'longitude': -73.9857925}"
422,"{'latitude': 40.77862409999999, 'formatted_address': '1524 Third Ave, New York, NY 10028, USA', 'longitude': -73.9546703}"
423,"{'latitude': 40.728615, 'formatted_address': '426 E 11th St, New York, NY 10009, USA', 'longitude': -73.98277399999999}"
424,"{'latitude': 40.7205342, 'formatted_address': '158 Stanton St, New York, NY 10002, USA', 'longitude': -73.9849553}"
425,"{'latitude': 40.7314248, 'formatted_address': '235 E 12th St, New York, NY 10003, USA', 'longitude': -73.9863316}"
426,"{'latitude': 40.727907, 'formatted_address': '284 E 10th St, New York, NY 10009, USA', 'longitude': -73.9829889}"
427,"{'latitude': 40.7226848, 'formatted_address': '717 E 5th St, New York, NY 10009, USA', 'longitude': -73.9788258}"
428,"{'latitude': 40.7315406, 'formatted_address': '233 E 12th St, New York, NY 10003, USA', 'longitude': -73.9863316}"
429,"{'latitude': 40.7164977, 'formatted_address': '384 Grand St, New York, NY 10002, USA', 'longitude': -73.9876453}"
430,"{'latitude': 40.7395837, 'formatted_address': '105 W 17th St, New York, NY 10011, USA', 'longitude': -73.9958796}"
431,"{'latitude': 40.7395837, 'formatted_address': '105 W 17th St, New York, NY 10011, USA', 'longitude': -73.9958796}"
432,"{'latitude': 40.7188295, 'formatted_address': '169 Rivington St, New York, NY 10002, USA', 'longitude': -73.98483379999999}"
433,"{'latitude': 40.7195346, 'formatted_address': '129 Rivington St, New York, NY 10002, USA', 'longitude': -73.98697729999999}"
434,"{'latitude': 40.7243295, 'formatted_address': '41 1st Avenue, New York, NY 10003, USA', 'longitude': -73.9880304}"
435,"{'latitude': 40.7250367, 'formatted_address': '55 1st Avenue, New York, NY 10003, USA', 'longitude': -73.98757119999999}"
436,"{'latitude': 40.7251842, 'formatted_address': '61 1st Avenue, New York, NY 10003, USA', 'longitude': -73.9873107}"
437,"{'latitude': 40.724831, 'formatted_address': '91 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9877549}"
438,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
439,"{'latitude': 40.7252814, 'formatted_address': '126 E 4th St, New York, NY 10003, USA', 'longitude': -73.98766309999999}"
440,"{'latitude': 40.720001, 'formatted_address': '127 Allen St, New York, NY 10002, USA', 'longitude': -73.9904064}"
441,"{'latitude': 40.72144600000001, 'formatted_address': '170 Ludlow St, New York, NY 10002, USA', 'longitude': -73.98738399999999}"
442,"{'latitude': 40.7243295, 'formatted_address': '41 1st Avenue, New York, NY 10003, USA', 'longitude': -73.9880304}"
443,"{'latitude': 40.7250619, 'formatted_address': '81 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9882255}"
444,"{'latitude': 40.726728, 'formatted_address': '355 E 10th St, New York, NY 10009, USA', 'longitude': -73.97902599999999}"
445,"{'latitude': 40.7251667, 'formatted_address': '75 E 3rd St, New York, NY 10003, USA', 'longitude': -73.988367}"
446,"{'latitude': 40.7268887, 'formatted_address': '337 E 6th St, New York, NY 10003, USA', 'longitude': -73.98670589999999}"
447,"{'latitude': 40.7251667, 'formatted_address': '75 E 3rd St, New York, NY 10003, USA', 'longitude': -73.988367}"
448,"{'latitude': 40.72498909999999, 'formatted_address': '87 E 3rd St, New York, NY 10003, USA', 'longitude': -73.98799129999999}"
449,"{'latitude': 40.7257799, 'formatted_address': '340 E 5th St, New York, NY 10003, USA', 'longitude': -73.9873027}"
450,"{'latitude': 40.726365, 'formatted_address': '333 E 5th St, New York, NY 10003, USA', 'longitude': -73.9873889}"
451,"{'latitude': 40.7265933, 'formatted_address': '332 E 6th St, New York, NY 10003, USA', 'longitude': -73.98711209999999}"
452,"{'latitude': 40.7269097, 'formatted_address': '316 E 6th St, New York, NY 10003, USA', 'longitude': -73.98770900000001}"
453,"{'latitude': 40.7275115, 'formatted_address': '54 E 7th St, New York, NY 10003, USA', 'longitude': -73.9874976}"
454,"{'latitude': 40.7282899, 'formatted_address': '344 E 9th St, New York, NY 10003, USA', 'longitude': -73.9856921}"
455,"{'latitude': 40.7281306, 'formatted_address': '124 2nd Ave, New York, NY 10003, USA', 'longitude': -73.9875308}"
456,"{'latitude': 40.7277859, 'formatted_address': '116 2nd Ave, New York, NY 10003, USA', 'longitude': -73.9879512}"
457,"{'latitude': 40.7266552, 'formatted_address': '77 2nd Ave, New York, NY 10003, USA', 'longitude': -73.98945359999999}"
458,"{'latitude': 40.7164977, 'formatted_address': '384 Grand St, New York, NY 10002, USA', 'longitude': -73.9876453}"
459,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
460,"{'latitude': 40.7341766, 'formatted_address': '1 Christopher St, New York, NY 10014, USA', 'longitude': -74.00000399999999}"
461,"{'latitude': 40.7298664, 'formatted_address': '162 2nd Ave, New York, NY 10003, USA', 'longitude': -73.9864281}"
